PC1,PC2,PC3,PC4,PC5,PC6
2.918009521793388,-0.7860418566180251,0.9086872327542407,-0.059926988037746,-2.5168006884610246,0.38767132965121326
-1.2753043863398403,-0.17706475526675927,-1.1104937030072213,-1.5184886271398603,-0.10582670039913723,-0.3709765672023043
3.2104591249167167,-0.599450552922422,-1.018660807296896,1.261720632924234,-0.20587861856398817,-1.9262846354906982
2.473857801993318,0.8394907327397253,-0.4426808478550721,-0.19013618682506425,1.396738352946675,-0.42107044807698046
2.4457249481870154,0.49587172810372165,-1.383022064579734,1.9962891484415457,-0.026014942167978554,0.11343503490996967
0.06390180474526018,-0.15272965983882428,-1.7048929387746157,-1.3695050572150556,-0.5859551428015818,0.5408720920540518
3.5896468334769716,1.5187971210471958,1.271160562857764,0.23268768488396796,0.2892320714006967,1.840965007370442
0.44703415882955116,-0.6398149090105602,-1.8009952177032005,0.739850109598034,0.48046446190194275,0.5822003203096843
-3.132288475036691,-2.3990325220552804,-0.03637981804114421,0.1326035896170594,0.024196874248645132,0.1890939159830264
-2.6575746419122774,1.5954939774448902,-0.738245647725616,0.8495432002870797,0.06794451230337209,0.2563901215446101
-1.048774916143455,1.6921751252880404,0.5142535545026504,-0.44799498867086657,0.1730358814186469,0.5450522739037027
1.5547858803227854,-0.8155102286651367,-0.8587589565525404,0.5929998341415635,0.7163703728760887,0.261253060609581
0.037595349698080795,0.3546092453896097,-1.7368803436647862,0.6136264491397077,-0.8583652848598468,0.8358202206910791
2.8107876439922066,-0.7441747945622172,0.24058443790566925,0.11683588195765698,-1.360333549457229,1.3144580224543023
-2.31160608965373,0.3003302070842085,-0.5857731858826019,-1.2923610487216879,-0.005590275710199394,-0.13472061780303388
-0.473352903868573,0.5711797518046582,1.3906937281729155,1.0903550913171731,-0.019188739380129227,-0.17380362094496166
-3.330258436795075,0.4233129298897891,0.6769771556553051,-0.9763185846354154,0.15225310866382658,0.08609512754838451
-1.5388096868247458,-0.21687490198097698,0.9153614955933861,1.1331585297058637,-0.17893374965151676,-0.16681159392847802
-1.9994835526523402,-0.4312769406197183,0.6633055050140798,-0.21520500162228554,0.05349282861528366,-0.6659294415856637
0.7330484663367829,0.706725630166123,0.5128954548000368,1.2513180714528696,0.5069362808535918,-0.35692713731181286
0.34572444817604553,0.40022242667937813,-1.6477202736832433,-0.23274628787401652,0.6612084252793855,-0.6101147389702796
0.7754583895786914,0.18017546065488507,-0.45031614252559027,1.1646186356955286,-1.4156567714892472,0.45555320078612493
1.4816810802785798,0.5096962350028612,-1.7953634332752946,1.3428326706342246,0.97015083840497,-0.7890981238036483
-3.3798466680001495,0.1599264604887822,-0.03520432502882677,-2.1447231457339564,0.046351450360968174,0.1754056041550163
-0.626624035874352,-0.8233034519000623,-2.075909639899637,-0.6637158749028912,-0.9785347661036035,0.7379618650909341
-1.4129220021370403,0.17939640570732146,-0.7378981433960077,2.1073924129608277,0.31605944164991323,0.5157016768443162
2.5623385059333104,0.1998546046779622,0.6770472009720659,0.7986425145417628,-0.4337987944160748,0.22980556053455106
-1.9095824891255921,1.185884688106012,0.975359575928199,-0.13790405538124503,-0.14013679149975652,0.48948710666685974
2.2383244108351747,2.13043838576884,-0.6381007869800287,0.2923241252184786,-1.7772092061813272,-0.49350026990915574
4.024068615275389,-0.3395256395379335,1.478752955273831,0.22467169922083777,0.5190106206014597,0.9253900544945782
3.022974692679918,0.4075917461145838,-1.6307824555112365,-0.23622423623307112,1.2993229183813109,-0.12042043063730226
0.18231382093227652,0.9389200185139139,-0.9533457214864617,-0.9599034430307254,-0.8131768170725221,-0.01895281826761893
-3.200584967188811,-0.05166264650372684,-1.034881029806202,-0.8310540490804504,0.011177070493993998,0.016888310476358435
0.8695711739904485,1.347079320142618,2.123325785044981,0.15613447014219045,-0.25290908096763165,-1.0473230962341478
-0.07182365673983958,0.48601293354466485,0.2858678050322393,-0.08933791516082717,0.8141613209797777,-0.5109090382299968
-2.5094910703720017,-0.08816772221664129,0.575464552409975,-0.5011112622301989,-0.104724370065344,0.38043722535352503
-2.468955758147231,-0.6699983378785365,-0.2590644771711151,1.0950237560980098,0.21880498833958256,0.07327053121488857
1.0162560484325835,2.111606682583666,-0.67099480322377,0.36556904316487315,0.4549604846833729,-1.524701448988131
-1.4305217277923965,-0.1711183291934093,1.1531052637019086,1.8388932475658364,0.5358415660854449,0.013848991717190649
-2.7900560916297708,1.3583863095125548,-0.9352444268421292,-0.5039795104931231,-0.08235207455889325,-0.23478977640233853
1.944942536868806,0.11673936064018968,1.0331110927901648,-1.6539663562684226,-0.805881322327687,0.17146517722323087
